objectId,pca_l2_l1,pca_l3_l1,bbox_H,bbox_W,bbox_D,aspect_H_W,aspect_D_W,compactness,surface_ratio,symmetry_score,h_dist_bottom,h_dist_mid,h_dist_top,curv_mean,curv_std,curv_skew,d2_bin_1,d2_bin_2,d2_bin_3,d2_bin_4,d2_bin_5
NMK.2005.0638,0.24837194341939836,0.15280524548383068,1.699463874008628,1.011243120523341,0.6451976840790971,1.6805673719310412,0.6380236690475819,0.6154612889849085,0.6865533691858426,0.02599448905296147,0.24560546875,0.3330078125,0.42138671875,0.06730415806624478,0.05720302501568752,0.7728013514897589,0.50475,1.012,0.6719999999999998,0.29950000000000004,0.011750000000000003
NMK.2005.0639,0.15980501282524778,0.0961063644586515,1.7286036490987378,0.9851660647037817,0.8580469301126838,1.7546299617907866,0.8709659111175015,0.4861507497165537,0.5691950985051192,0.06775003812654459,0.404296875,0.3056640625,0.2900390625,0.08393344356671997,0.053003191419911944,0.6396669801012036,0.5325,0.9505,0.6022499999999998,0.38600000000000007,0.028750000000000005
NMK.2005.0640,0.7026985914223827,0.5069598654280008,1.477649835357474,0.913304452386161,0.8880444695198257,1.6179141726318071,0.9723411452320395,0.4159741448018893,0.4920218881295927,0.05940328811621963,0.5068359375,0.4189453125,0.07421875,0.10402031817751484,0.06356361614641015,0.16931308602213516,0.54525,1.53175,0.40099999999999986,0.022000000000000006,0.0
NMK.2005.0641,0.4757591204769616,0.3574117556841029,1.5813989987365917,1.1888419389879608,1.0122176585868243,1.3302001020276122,0.8514309379239834,0.47351584136607006,0.5511603231444366,0.09772370683813328,0.34130859375,0.48779296875,0.1708984375,0.12257775632954447,0.05612981965288293,0.03742235859727821,0.309,0.9315,0.9874999999999996,0.25775000000000003,0.014250000000000002
NMK.2005.0644,0.9693692815479181,0.24948753187703554,1.6782092343040307,1.413151852057192,1.054211359921762,1.1875638448176247,0.7459995275012875,0.32977263610520896,0.4599823390794398,0.14014002072501902,0.36181640625,0.365234375,0.27294921875,0.0518600660038371,0.058642352291366,1.0999326779514618,0.558,1.12525,0.7442499999999997,0.07,0.002500000000000001
NMK.2005.0645,0.36077004692155756,0.23036955217661229,1.5147422644240218,0.7652742426411172,0.6666632650288941,1.979343091246941,0.8711418165418581,0.5372490660536325,0.6055876819298908,0.08729401553540779,0.44677734375,0.4814453125,0.07177734375,0.10302169575513484,0.059360101182319276,0.7280090286552426,0.75425,1.38675,0.3129999999999999,0.04575000000000001,0.00025000000000000006
NMK.2005.0646,0.6989249304750527,0.4843344932985308,1.6155448839645388,1.1722303222254413,0.978900231787084,1.3781792495507472,0.8350742837417748,0.4339534026307614,0.551143327575099,0.12850275924644886,0.291015625,0.56298828125,0.14599609375,0.07820627716905806,0.05461439809216924,1.2219062380285373,0.5525,1.21,0.6489999999999998,0.08500000000000002,0.0035000000000000005
NMK.2005.0661,0.5852643242659359,0.1622973594849024,1.567608184838483,1.0682133502133246,0.725773561260703,1.4675033943565994,0.6794268969666665,0.4720807723863843,0.6129162036696073,0.1018771085123487,0.46630859375,0.3662109375,0.16748046875,0.042523586690524966,0.04874315115324292,1.9121919834770469,0.59575,1.21425,0.5984999999999998,0.09100000000000003,0.0005000000000000001
NMK.2006.0076,0.9512925173483358,0.34408389279910806,1.7494874314795443,1.4870405228897887,1.0186654474973835,1.1764886215683747,0.6850282469031508,0.3655815032757846,0.4799612465211392,0.15376835513112785,0.28271484375,0.42041015625,0.296875,0.03143023458201988,0.041252327095152856,2.1583630664120217,0.44675,1.0555,0.8487499999999997,0.14125000000000001,0.007750000000000002
NMK.2007.0006,0.5122223769310703,0.2808747702130356,1.7031421353977687,1.2486040339683895,0.906784705137211,1.364035935354788,0.7262382262349327,0.3631567070391845,0.47650459509295934,0.07067625371966044,0.16748046875,0.521484375,0.31103515625,0.09331227039686077,0.06138310848888798,0.4614406585042569,0.5385,1.30525,0.5872499999999998,0.06775,0.0012500000000000005
NMK.2008.0005,0.34369068184802287,0.23777334082004406,1.6241733013175623,1.076455862223651,0.8131925357912266,1.5088141088742621,0.7554343925230819,0.39456411649656037,0.5248731245017658,0.10418538042475851,0.13818359375,0.4921875,0.36962890625,0.050720902834004364,0.043435420101190225,1.791950318882157,0.72725,1.1575,0.4927499999999998,0.12125000000000002,0.0012500000000000005
NMK.2008.0006,0.2989308601224837,0.2354733849838632,1.5637689464875275,1.0719375213530125,0.8651575816244992,1.4588233516542735,0.8070962694133689,0.373372870428402,0.500801255545358,0.1257419845270927,0.08544921875,0.52783203125,0.38671875,0.08828424869748162,0.05651148553298728,0.7956859989414383,0.83725,1.2145,0.38624999999999987,0.06175000000000001,0.00025000000000000006
NMK.2008.0110,0.4347141506686519,0.21340711580003358,1.6196984910690593,0.993705757958024,0.8676819332257812,1.6299561999531842,0.8731770477326609,0.41408965808053066,0.525057535126785,0.09336714412891295,0.095703125,0.537109375,0.3671875,0.05700964930052157,0.02743001321934909,1.031731762042423,0.7525,1.28725,0.3932499999999999,0.06600000000000002,0.0010000000000000002
NMK.2008.0111,0.482690637691431,0.2791037745770412,1.594521473253925,1.4321931247542072,0.8457864100718093,1.1133417221129687,0.5905529114057516,0.34627520516722177,0.48270315944176295,0.10448135076839526,0.3974609375,0.48876953125,0.11376953125,0.08421547491783615,0.07056633590903218,0.5268146596891313,0.443,1.189,0.7244999999999997,0.13625,0.007250000000000001
NMK.2008.0118,0.493078304844914,0.29810629664110055,1.5178187102244667,1.0533720329566343,0.6712470754321724,1.4409128226533525,0.6372358646282211,0.42565324048487324,0.525504000085215,0.021409759294558118,0.52978515625,0.3857421875,0.08447265625,0.0828039052301749,0.06947189895863042,0.26435600358756817,0.591,1.4045,0.43899999999999983,0.06550000000000002,0.0
NMK.2009.0087,0.9434512529439901,0.517364434159802,1.739577565786011,1.6574944422644733,1.1328913416824282,1.0495217793235059,0.6834959015843024,0.316457473969673,0.4403427531143579,0.11689501575153127,0.17041015625,0.50439453125,0.3251953125,0.11962052410727683,0.06384841505688729,-0.19637368810026343,0.37675,1.063,0.8844999999999996,0.17150000000000004,0.00425
NMK.2009.0116,0.6581368029537494,0.34668546100207054,1.6187036444515144,1.0897609614605455,1.0835466293586844,1.4853735968927184,0.9942966149290704,0.4049561767273757,0.5236133256658275,0.1354473140108706,0.08642578125,0.62060546875,0.29296875,0.09986901161489664,0.050653225111622374,0.30856953435593437,0.74225,1.175,0.4907499999999998,0.08750000000000002,0.0045000000000000005
NMK.2009.0117,0.6018718452651158,0.28895316815575056,1.6117586234163308,1.1751027215948744,1.0266543975634261,1.371588391558168,0.8736713012618411,0.4446910714572589,0.549210336133194,0.12777818743341446,0.1328125,0.5498046875,0.3173828125,0.10738664621695937,0.05679282494401539,-0.14855183682961057,0.627,1.215,0.5717499999999999,0.08425000000000002,0.0020000000000000005
NMK.2009.0164,0.5245484343264298,0.44266742156503447,1.7776926806527524,1.124346838184212,1.0433317592645692,1.581087827343247,0.927943936770954,0.4364782793632805,0.5448077512398916,0.11377746612937661,0.22705078125,0.58984375,0.18310546875,0.07106050184464831,0.06564428044358063,0.6976226888111142,0.3735,1.1445,0.8197499999999996,0.14925000000000002,0.013000000000000003
NMK.2010.0161,0.3463226494099006,0.2653835683016354,1.7699796342472642,1.0655875245447743,0.8282246422985764,1.6610348117284859,0.777246210165785,0.45487277774170887,0.5812227852651511,0.08986578935064009,0.29296875,0.498046875,0.208984375,0.08905228469160813,0.06842724946654874,0.23131771100415718,0.42375,1.18425,0.6732499999999998,0.19850000000000004,0.020250000000000004
NMK.2010.0162,0.7492865669510343,0.4640770366728154,1.8062968164927735,1.3875615093731644,1.2332833903792568,1.3017768960252276,0.8888128513477901,0.3145819693127437,0.44963265627414883,0.1418449708587049,0.15771484375,0.5615234375,0.28076171875,0.11580559242036353,0.06006715911907002,0.24999405889014356,0.3955,1.07075,0.8859999999999997,0.14375000000000002,0.004000000000000001
NMK.2010.0164,0.6674989710193305,0.3639932410431173,1.3688586150601862,1.330272183535183,1.1323747656005674,1.0290056448574443,0.8512347535949698,0.36471150897857374,0.49164424711318394,0.1477895889943625,0.19970703125,0.18798828125,0.6123046875,0.07199039068842371,0.06320272774181751,0.5884338351360716,0.56025,1.10775,0.6884999999999998,0.14350000000000002,0.0
NMK.2011.0001,0.3538003149990681,0.29041867779714803,1.707148263280442,0.9593708251587432,0.7796246346665892,1.7794438178314935,0.8126407449349349,0.4243995884722637,0.5646770534185757,0.09839508273613563,0.3349609375,0.458984375,0.2060546875,0.08281097823429855,0.057765522177210434,0.5546354599274412,0.55475,1.26425,0.5627499999999999,0.11300000000000002,0.005250000000000001
NMK.2011.0004,0.8073942957467519,0.3589675824861698,1.5668690962578895,1.1109131658282547,0.9646347173934138,1.4104321868014822,0.8683251569433534,0.5284944620705391,0.6135226320920092,0.14761347885433918,0.11865234375,0.56787109375,0.3134765625,0.13528428651814106,0.05561781131565152,-0.024982656239156086,0.552,1.23525,0.6467499999999998,0.06500000000000002,0.0010000000000000002
NMK.2011.0139,0.38198876682823496,0.2922515352214717,1.7148710300821275,1.3948197225822796,1.1381359799145008,1.2294562321294795,0.8159729501347174,0.31119687983005717,0.4333568122438548,0.12681349313635165,0.43994140625,0.33837890625,0.2216796875,0.06393941843556553,0.07027837438467917,0.8474508834180571,0.45375,0.9955,0.8259999999999996,0.20300000000000004,0.021750000000000005
NMK.2011.0140,0.18155046488158014,0.1722052244673119,1.6220226631024963,1.1144038505988236,1.0985295397934771,1.4555057457179097,0.985754449294782,0.6932419475743261,0.7016550409351133,0.03913602678702438,0.46826171875,0.0380859375,0.49365234375,0.0744845484347513,0.07370152311400863,0.6729912227555028,0.36875,0.72475,0.34949999999999987,0.8702500000000002,0.18675000000000005
NMK.2011.0142,0.5422702225787519,0.3162489039249346,1.645148858105249,1.2713280613523426,1.1772899617243895,1.2940385838071424,0.926030873920304,0.3745640313651269,0.5006962936145491,0.14806608882654093,0.2197265625,0.4453125,0.3349609375,0.08085479763874187,0.07549927842142189,0.4481270764142199,0.451,1.0755,0.8224999999999997,0.14675000000000002,0.00425
NMK.2011.0320,0.5795087423631595,0.44065293484566415,1.7325049346639285,1.3548187628654484,0.971608462068732,1.2787715252984462,0.7171496081617357,0.5211469270764754,0.5956450576971839,0.11807064130282907,0.25,0.45654296875,0.29345703125,0.048117968888962845,0.051199622290523585,1.2256906903838776,0.329,0.975,0.9384999999999997,0.24425000000000005,0.013250000000000003
NMK.2012.0160,0.28005056390791716,0.22627011420357862,1.8157068994161234,1.096859041956598,0.8196286640295025,1.65536789559517,0.7472499978825327,0.43856440270080277,0.5498939016228124,0.11497238762136902,0.248046875,0.431640625,0.3203125,0.09476845028476419,0.06657565041690634,0.16628898333832687,0.5335,1.0685,0.7307499999999997,0.15975000000000006,0.0075000000000000015
NMK.2012.0277,0.3933485477641715,0.19960966199969357,1.447760606092229,1.093546098696543,0.8295741329817319,1.3239124385386711,0.7586085080108076,0.5958733403357115,0.6742059410869605,0.07604573119996318,0.31005859375,0.31005859375,0.3798828125,0.10859549954764526,0.049393325790113886,0.5787558839742015,0.52575,1.0145,0.7317499999999997,0.22750000000000004,0.0005000000000000001
NMK.2013.0359,0.7194017076980026,0.479506930942602,1.6716415918176595,1.292922490072098,0.915267419695986,1.2929160964694384,0.7079053221045181,0.4624031370985348,0.5509290661024009,0.15169832632533753,0.08251953125,0.62451171875,0.29296875,0.1248659546342504,0.055578512396521174,0.06757280973950704,0.536,1.2285,0.6347499999999998,0.09875000000000002,0.0020000000000000005
NMK.2014.0078,0.21084145106233834,0.19089925673009522,1.802510255146066,0.9919287855661814,0.8330981948743563,1.8171752490698878,0.8398761757101931,0.33009986458576895,0.47056540760825416,0.10290734684057923,0.33203125,0.4541015625,0.2138671875,0.09485599422005848,0.05772819857981165,0.4241504328650256,0.53475,1.217,0.5574999999999998,0.18150000000000005,0.009250000000000001
NMK.2014.0118,0.8987140863830124,0.26729478580050553,1.7141280888275112,1.282411082594212,1.0595071657920392,1.3366437450900914,0.8261830812204647,0.42650216575097294,0.5301196819776047,0.12974424705118054,0.29248046875,0.52685546875,0.1806640625,0.0755100314547634,0.06446624877713376,0.5396045286789478,0.46825,1.0745,0.8449999999999996,0.10925000000000003,0.0030000000000000005
NMK.2014.0144,0.7014601084827721,0.2306853031771913,1.7790838202842736,1.2331400657238674,0.9801639409929255,1.442725305105245,0.7948514312249901,0.49355885605630734,0.6031406782583607,0.09068487555183335,0.28515625,0.45458984375,0.26025390625,0.08092287639509957,0.051364508578743,0.8210607915703269,0.39375,0.97625,0.8989999999999997,0.22000000000000006,0.011000000000000003
NMK.2014.0145,0.5096284662379514,0.466563129177604,1.777817466459208,1.3859856524932572,1.043506680484323,1.2827089375363643,0.7528980734462013,0.3290770403230914,0.46852549459133797,0.08030111770592882,0.16162109375,0.6201171875,0.21826171875,0.0753846174799396,0.067009941435973,0.6005029338143087,0.4305,1.14275,0.7817499999999997,0.13975,0.005250000000000001
